owner,name,full_name,stargazer_count,fork_count,language,total_releases,avg_release_interval_days,release_type,collaborator_count,sonarqube_analyzed,sonarqube_analyzed_at,bugs,vulnerabilities,code_smells,sqale_index,coverage,duplicated_lines_density,ncloc,complexity,cognitive_complexity,reliability_rating,security_rating,sqale_rating,alert_status
fastai,fastai,fastai/fastai,27585,7660,Jupyter Notebook,61,17.0,rapid,26200,True,2025-11-16T22:04:09.581462,54,0,1257,12444,0.0,0.0,33700,7898,5313,5.0,1.0,1.0,OK
jitsi,jitsi-meet,jitsi/jitsi-meet,27575,7531,TypeScript,80,29.5,rapid,71200,False,,,,,,,,,,,,,,
celery,celery,celery/celery,27553,4890,Python,64,22.5,rapid,144700,True,2025-11-16T22:04:09.581462,65,13,1121,6861,0.0,1.3,65329,11657,7492,5.0,5.0,1.0,OK
reflex-dev,reflex,reflex-dev/reflex,27537,1637,Python,118,7.0,rapid,18200,False,,,,,,,,,,,,,,
the1812,Bilibili-Evolved,the1812/Bilibili-Evolved,27507,1697,TypeScript,182,12.0,rapid,7400,False,,,,,,,,,,,,,,
koekeishiya,yabai,koekeishiya/yabai,27480,687,C,97,15.0,rapid,500,True,2025-11-16T22:04:09.581462,0,0,0,0,0.0,0.0,7,1,1,1.0,1.0,1.0,OK
seaweedfs,seaweedfs,seaweedfs/seaweedfs,27404,2542,Go,278,7.0,rapid,44600,False,,,,,,,,,,,,,,
ValdikSS,GoodbyeDPI,ValdikSS/GoodbyeDPI,27399,2070,C,30,12.0,rapid,1900,True,2025-11-16T22:04:09.581462,0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,OK
Automattic,mongoose,Automattic/mongoose,27394,3893,JavaScript,211,7.0,rapid,99500,True,2025-11-16T22:04:09.581462,76,0,978,9860,0.0,1.7,31280,10155,11734,4.0,1.0,1.0,OK
heroui-inc,heroui,heroui-inc/heroui,27366,1998,TypeScript,4448,6.0,rapid,26100,False,,,,,,,,,,,,,,
233boy,v2ray,233boy/v2ray,27351,16604,Shell,34,11.0,rapid,800,True,2025-11-16T22:04:09.581462,0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,OK
requarks,wiki,requarks/wiki,27312,3098,Vue,123,14.0,rapid,22500,True,2025-11-16T22:04:09.581462,28,2,845,5661,0.0,7.7,40620,5834,3983,3.0,3.0,1.0,OK
binwiederhier,ntfy,binwiederhier/ntfy,27289,1097,Go,91,6.0,rapid,33000,True,2025-11-16T22:04:09.581462,0,0,647,4035,0.0,16.7,39582,4952,3766,1.0,1.0,1.0,OK
TanStack,table,TanStack/table,27264,3417,TypeScript,268,5.5,rapid,47000,True,2025-11-16T22:04:09.581462,55,0,588,2553,0.0,27.5,37104,5173,2045,4.0,1.0,1.0,OK
ItzCrazyKns,Perplexica,ItzCrazyKns/Perplexica,27249,2832,TypeScript,31,7.0,rapid,4300,True,2025-11-16T22:04:09.581462,9,1,247,1310,0.0,8.8,10909,1361,747,4.0,4.0,1.0,OK
zellij-org,zellij,zellij-org/zellij,27174,862,Rust,65,15.0,rapid,16300,False,,,,,,,,,,,,,,
blakeblackshear,frigate,blakeblackshear/frigate,27173,2516,TypeScript,73,19.5,rapid,34400,True,2025-11-16T22:04:09.581462,131,0,2047,14563,0.0,4.5,113105,17458,15557,5.0,1.0,1.0,OK
codemirror,codemirror5,codemirror/codemirror5,27165,4965,JavaScript,173,30.0,rapid,100400,True,2025-11-16T22:04:09.581462,102,0,7345,47253,0.0,7.2,72752,16980,21566,5.0,1.0,1.0,OK
qdrant,qdrant,qdrant/qdrant,27099,1897,Rust,105,10.5,rapid,14600,True,2025-11-16T22:04:09.581462,0,0,119,745,0.0,5.1,211015,28953,12289,1.0,1.0,1.0,OK
hashicorp,vagrant,hashicorp/vagrant,27094,4453,Ruby,172,5.0,rapid,129500,True,2025-11-16T22:04:09.581462,1,0,427,3587,0.0,5.7,54244,9387,8415,3.0,1.0,1.0,OK
locustio,locust,locustio/locust,27070,3147,Python,180,9.0,rapid,37000,True,2025-11-16T22:04:09.581462,4,0,266,2124,0.0,0.6,15273,2518,2347,3.0,1.0,1.0,OK
ajaxorg,ace,ajaxorg/ace,27069,5287,JavaScript,108,10.0,rapid,60000,True,2025-11-16T22:04:09.581462,181,0,20544,118242,0.0,17.3,151482,21464,18887,5.0,1.0,1.0,OK
qarmin,czkawka,qarmin/czkawka,27050,858,Rust,38,16.0,rapid,7400,True,2025-11-16T22:04:09.581462,0,0,63,374,0.0,3.2,28743,4692,4109,1.0,1.0,1.0,OK
opentofu,opentofu,opentofu/opentofu,27048,1116,Go,71,11.0,rapid,231800,True,2025-11-16T22:04:09.581462,0,1,1349,14704,0.0,5.8,165079,29381,30280,1.0,2.0,1.0,OK
envoyproxy,envoy,envoyproxy/envoy,27028,5155,C++,243,22.5,rapid,153200,False,,,,,,,,,,,,,,
angular,angular-cli,angular/angular-cli,27020,11925,TypeScript,899,6.0,rapid,78200,False,,,,,,,,,,,,,,
atuinsh,atuin,atuinsh/atuin,27019,731,Rust,47,21.0,rapid,24400,True,2025-11-16T22:04:09.581462,0,8,23,126,0.0,5.7,21334,2847,1670,1.0,5.0,1.0,OK
FreeCAD,FreeCAD,FreeCAD/FreeCAD,27016,4907,C++,63,7.0,rapid,89800,False,,,,,,,,,,,,,,
rethinkdb,rethinkdb,rethinkdb/rethinkdb,26961,1851,C++,72,17.5,rapid,24500,True,2025-11-16T22:04:09.581462,2,0,322,1892,0.0,0.0,7194,1338,1562,5.0,1.0,1.0,OK
grafana,loki,grafana/loki,26919,3845,Go,100,21.0,rapid,125700,True,2025-11-16T22:04:09.581462,1,79,4292,60241,0.0,9.3,435774,69650,87610,2.0,3.0,1.0,OK
goharbor,harbor,goharbor/harbor,26864,5012,Go,332,10.0,rapid,42000,True,2025-11-16T22:04:09.581462,110,33,2675,13790,0.0,4.7,178605,27373,24590,4.0,5.0,1.0,OK
Z-Siqi,Clash-for-Windows_Chinese,Z-Siqi/Clash-for-Windows_Chinese,26858,3153,JavaScript,103,13.0,rapid,100,False,,,,,,,,,,,,,,
barry-ran,QtScrcpy,barry-ran/QtScrcpy,26846,3299,C++,37,34.0,rapid,3300,False,,,,,,,,,,,,,,
element-plus,element-plus,element-plus/element-plus,26806,19521,TypeScript,232,7.0,rapid,80700,False,,,,,,,,,,,,,,
gethomepage,homepage,gethomepage/homepage,26753,1683,JavaScript,114,9.0,rapid,47000,False,,,,,,,,,,,,,,
OpenZeppelin,openzeppelin-contracts,OpenZeppelin/openzeppelin-contracts,26727,12297,Solidity,101,27.0,rapid,48500,False,,,,,,,,,,,,,,
remy,nodemon,remy/nodemon,26673,1743,JavaScript,104,20.0,rapid,18100,False,,,,,,,,,,,,,,
mozilla,DeepSpeech,mozilla/DeepSpeech,26655,4092,C++,105,8.5,rapid,16300,False,,,,,,,,,,,,,,
eslint,eslint,eslint/eslint,26655,4843,JavaScript,365,13.0,rapid,118800,False,,,,,,,,,,,,,,
airbnb,lottie-ios,airbnb/lottie-ios,26534,3824,Swift,70,29.0,rapid,26700,False,,,,,,,,,,,,,,
discordjs,discord.js,discordjs/discord.js,26405,4047,TypeScript,304,12.0,rapid,56200,False,,,,,,,,,,,,,,
marmelab,react-admin,marmelab/react-admin,26346,5419,TypeScript,411,7.0,rapid,72800,False,,,,,,,,,,,,,,
Wox-launcher,Wox,Wox-launcher/Wox,26318,2422,Go,44,25.0,rapid,13700,False,,,,,,,,,,,,,,
recharts,recharts,recharts/recharts,26197,1835,TypeScript,80,15.0,rapid,38100,False,,,,,,,,,,,,,,
notepad-plus-plus,notepad-plus-plus,notepad-plus-plus/notepad-plus-plus,26138,4990,C++,130,24.0,rapid,43500,False,,,,,,,,,,,,,,
JakeChampion,fetch,JakeChampion/fetch,26133,2837,JavaScript,56,29.0,rapid,8300,False,,,,,,,,,,,,,,
PostgREST,postgrest,PostgREST/postgrest,26090,1131,Haskell,69,29.5,rapid,21600,False,,,,,,,,,,,,,,
microsoft,vcpkg,microsoft/vcpkg,26076,7172,CMake,66,31.0,rapid,263900,False,,,,,,,,,,,,,,
elixir-lang,elixir,elixir-lang/elixir,26066,3473,Elixir,169,19.0,rapid,163400,False,,,,,,,,,,,,,,
facebook,zstd,facebook/zstd,26027,2339,C,68,26.0,rapid,39400,True,2025-11-17T02:09:48.887748,3,0,124,769,0.0,0.0,5109,651,915,3.0,1.0,1.0,OK
chatwoot,chatwoot,chatwoot/chatwoot,26018,5747,Ruby,128,21.0,rapid,30800,False,,,,,,,,,,,,,,
select2,select2,select2/select2,25990,6219,JavaScript,29,31.0,rapid,55800,True,2025-11-17T02:10:33.426313,50,0,2347,11770,0.0,12.8,24337,2412,1149,5.0,1.0,1.0,OK
NickeManarin,ScreenToGif,NickeManarin/ScreenToGif,25952,2299,C#,95,17.5,rapid,11500,False,,,,,,,,,,,,,,
tailscale,tailscale,tailscale/tailscale,25941,2094,Go,139,13.0,rapid,31200,False,,,,,,,,,,,,,,
MHSanaei,3x-ui,MHSanaei/3x-ui,25900,5245,HTML,96,7.0,rapid,13400,False,,,,,,,,,,,,,,
oldj,SwitchHosts,oldj/SwitchHosts,25881,2602,TypeScript,42,23.0,rapid,4300,False,,,,,,,,,,,,,,
fingerprintjs,fingerprintjs,fingerprintjs/fingerprintjs,25879,2454,TypeScript,66,34.0,rapid,10800,False,,,,,,,,,,,,,,
apache,incubator-seata,apache/incubator-seata,25878,8875,Java,44,27.0,rapid,37900,False,,,,,,,,,,,,,,
Molunerfinn,PicGo,Molunerfinn/PicGo,25860,2310,TypeScript,57,34.0,rapid,1800,False,,,,,,,,,,,,,,
authelia,authelia,authelia/authelia,25820,1299,Go,160,8.0,rapid,25800,False,,,,,,,,,,,,,,
SDWebImage,SDWebImage,SDWebImage/SDWebImage,25819,5997,Objective-C,156,18.0,rapid,33400,False,,,,,,,,,,,,,,
pydantic,pydantic,pydantic/pydantic,25780,2313,Python,187,9.0,rapid,71100,False,,,,,,,,,,,,,,
Anuken,Mindustry,Anuken/Mindustry,25746,3286,Java,172,7.0,rapid,98800,False,,,,,,,,,,,,,,
alibaba,fastjson,alibaba/fastjson,25740,6473,Java,84,15.0,rapid,20800,False,,,,,,,,,,,,,,
feathericons,feather,feathericons/feather,25723,1279,JavaScript,53,24.0,rapid,4800,True,2025-11-17T02:14:18.796257,0,0,25,192,0.0,0.0,360,60,4,1.0,1.0,1.0,OK
react-native-elements,react-native-elements,react-native-elements/react-native-elements,25661,4694,MDX,85,21.0,rapid,41700,True,2025-11-17T02:18:41.639200,49,0,733,3515,0.0,4.2,27877,2279,1006,4.0,1.0,1.0,OK
ArchiveBox,ArchiveBox,ArchiveBox/ArchiveBox,25651,1382,Python,31,26.0,rapid,13900,True,2025-11-17T11:30:28.597879,273,0,1858,11048,0.0,6.7,27189,3680,3476,5.0,1.0,1.0,OK
kataras,iris,kataras/iris,25615,2469,Go,22,23.0,rapid,12400,True,2025-11-17T11:31:36.797951,102,4,711,5590,0.0,8.1,69616,12134,10516,4.0,5.0,1.0,OK
cloudreve,cloudreve,cloudreve/cloudreve,25500,3713,Go,69,10.0,rapid,5100,True,2025-11-17T11:31:16.932442,1,0,495,6969,0.0,3.5,107582,22643,17068,3.0,1.0,1.0,OK
rwf2,Rocket,rwf2/Rocket,25488,1613,Rust,57,18.0,rapid,31000,True,2025-11-17T11:30:42.731248,2,0,35,153,0.0,1.3,41102,6621,2095,3.0,1.0,1.0,OK
abiosoft,colima,abiosoft/colima,25457,497,Go,61,11.5,rapid,9000,True,2025-11-17T02:15:45.874525,0,0,50,625,0.0,0.0,8227,1533,1605,1.0,1.0,1.0,OK
HumanSignal,label-studio,HumanSignal/label-studio,25443,3189,JavaScript,84,19.0,rapid,14900,False,,,,,,,,,,,,,,
projectdiscovery,nuclei,projectdiscovery/nuclei,25424,2943,Go,137,12.0,rapid,22500,False,,,,,,,,,,,,,,
mattermost-community,focalboard,mattermost-community/focalboard,25408,2399,TypeScript,116,6.0,rapid,26400,True,2025-11-17T11:38:20.093601,212,1,1859,13748,0.0,14.8,143119,13779,8103,3.0,5.0,1.0,OK
argotorg,solidity,argotorg/solidity,25360,6258,C++,114,26.0,rapid,80300,True,2025-11-17T11:35:08.693158,3,0,298,1922,0.0,0.3,9753,1153,1277,5.0,1.0,1.0,OK
zloirock,core-js,zloirock/core-js,25328,1693,JavaScript,252,8.0,rapid,13900,True,2025-11-17T11:37:36.902156,238,0,14042,74235,0.0,25.2,85255,15085,8559,4.0,1.0,1.0,OK
NativeScript,NativeScript,NativeScript/NativeScript,25285,1720,TypeScript,164,14.0,rapid,28600,False,,,,,,,,,,,,,,
squidfunk,mkdocs-material,squidfunk/mkdocs-material,25215,3962,Python,442,6.0,rapid,32600,True,2025-11-17T11:39:20.346317,29,0,1725,11262,0.0,41.6,38998,5802,7532,3.0,1.0,1.0,OK
Redocly,redoc,Redocly/redoc,25204,2375,TypeScript,95,19.5,rapid,22700,True,2025-11-17T11:33:48.343329,42,0,422,2451,0.0,7.4,17328,2847,1341,4.0,1.0,1.0,OK
GrapesJS,grapesjs,GrapesJS/grapesjs,25133,4508,TypeScript,112,22.5,rapid,21500,False,,,,,,,,,,,,,,
pypa,pipenv,pypa/pipenv,25117,1876,Python,115,8.0,rapid,53100,True,2025-11-17T11:34:04.192035,29,14,1743,16318,0.0,4.0,160050,24120,27404,5.0,4.0,1.0,OK
go-kratos,kratos,go-kratos/kratos,25085,4116,Go,71,22.0,rapid,30400,True,2025-11-17T11:34:59.132609,0,0,469,4412,0.0,6.0,36196,6140,6089,1.0,1.0,1.0,OK
homebridge,homebridge,homebridge/homebridge,25042,2012,TypeScript,45,31.0,rapid,12400,True,2025-11-17T11:35:10.879827,0,0,367,1809,0.0,0.4,5312,699,365,1.0,1.0,1.0,OK
microsoft,winget-cli,microsoft/winget-cli,24996,1608,C++,112,14.0,rapid,11300,False,,,,,,,,,,,,,,
angular,components,angular/components,24943,6824,TypeScript,631,7.0,rapid,88200,False,,,,,,,,,,,,,,
nylas,nylas-mail,nylas/nylas-mail,24811,1376,JavaScript,53,7.0,rapid,11500,True,2025-11-17T11:42:04.756723,1154,0,5057,25675,0.0,14.5,69356,7456,3879,5.0,1.0,1.0,OK
vuejs,devtools-v6,vuejs/devtools-v6,24788,4148,TypeScript,90,11.0,rapid,14200,True,2025-11-17T11:40:11.364940,12,0,482,3135,0.0,3.9,25990,4387,3475,4.0,1.0,1.0,OK
bazelbuild,bazel,bazelbuild/bazel,24770,4334,Java,228,9.0,rapid,130700,False,,,,,,,,,,,,,,
ungoogled-software,ungoogled-chromium,ungoogled-software/ungoogled-chromium,24766,1043,Python,278,7.0,rapid,10000,True,2025-11-17T11:39:13.146964,0,0,50,359,0.0,0.0,3598,730,921,1.0,1.0,1.0,OK
koodo-reader,koodo-reader,koodo-reader/koodo-reader,24759,1868,JavaScript,111,7.0,rapid,3800,False,,,,,,,,,,,,,,
BabylonJS,Babylon.js,BabylonJS/Babylon.js,24745,3579,TypeScript,557,5.0,rapid,75100,False,,,,,,,,,,,,,,
ankitects,anki,ankitects/anki,24720,2595,Rust,72,19.5,rapid,33700,False,,,,,,,,,,,,,,
highlightjs,highlight.js,highlightjs/highlight.js,24709,3710,JavaScript,40,24.0,rapid,81900,False,,,,,,,,,,,,,,
shap,shap,shap/shap,24703,3449,Jupyter Notebook,62,28.0,rapid,28100,False,,,,,,,,,,,,,,
tsenart,vegeta,tsenart/vegeta,24693,1407,Go,71,19.0,rapid,8300,False,,,,,,,,,,,,,,
ReactiveX,RxSwift,ReactiveX/RxSwift,24668,4177,Swift,77,20.5,rapid,42000,False,,,,,,,,,,,,,,
jenkinsci,jenkins,jenkinsci/jenkins,24661,9184,Java,454,6.0,rapid,115800,False,,,,,,,,,,,,,,
asdf-vm,asdf,asdf-vm/asdf,24628,904,Go,24,29.0,rapid,28500,False,,,,,,,,,,,,,,
github,github-mcp-server,github/github-mcp-server,24490,3014,Go,31,7.0,rapid,8900,False,,,,,,,,,,,,,,
responsively-org,responsively-app,responsively-org/responsively-app,24478,1321,TypeScript,63,12.0,rapid,12700,False,,,,,,,,,,,,,,
taosdata,TDengine,taosdata/TDengine,24473,4969,C,129,13.0,rapid,29900,False,,,,,,,,,,,,,,
lucidrains,vit-pytorch,lucidrains/vit-pytorch,24436,3438,Python,234,6.0,rapid,2300,True,2025-11-17T02:29:19.095970,10,0,234,1456,0.0,19.8,9618,1438,673,3.0,1.0,1.0,OK
Netflix,Hystrix,Netflix/Hystrix,24432,4715,Java,79,11.0,rapid,15300,False,,,,,,,,,,,,,,
vercel,pkg,vercel/pkg,24421,1061,JavaScript,41,20.0,rapid,7100,False,,,,,,,,,,,,,,
chroma-core,chroma,chroma-core/chroma,24403,1915,Rust,113,7.0,rapid,17100,False,,,,,,,,,,,,,,
SigNoz,signoz,SigNoz/signoz,24364,1785,TypeScript,212,7.0,rapid,18100,False,,,,,,,,,,,,,,
mdbootstrap,mdb-ui-kit,mdbootstrap/mdb-ui-kit,24306,3487,SCSS,44,28.0,rapid,11900,False,,,,,,,,,,,,,,
MetaCubeX,mihomo,MetaCubeX/mihomo,24303,3414,Python,48,27.0,rapid,100,True,2025-11-17T02:29:11.808521,0,0,7,35,0.0,0.0,629,53,52,1.0,1.0,1.0,OK
ReVanced,revanced-manager,ReVanced/revanced-manager,24256,956,Dart,202,5.0,rapid,6800,True,2025-11-17T02:29:56.062704,3,1,7,77,0.0,0.0,667,59,75,2.0,3.0,1.0,OK
plotly,dash,plotly/dash,24253,2231,Python,92,20.0,rapid,19000,False,,,,,,,,,,,,,,
bagisto,bagisto,bagisto/bagisto,24162,2803,PHP,65,20.0,rapid,28300,False,,,,,,,,,,,,,,
assafelovic,gpt-researcher,assafelovic/gpt-researcher,24146,3195,Python,62,9.5,rapid,20600,False,,,,,,,,,,,,,,
pulumi,pulumi,pulumi/pulumi,24142,1259,Go,341,6.0,rapid,33700,False,,,,,,,,,,,,,,
onevcat,Kingfisher,onevcat/Kingfisher,24126,2732,Swift,205,14.0,rapid,24700,False,,,,,,,,,,,,,,
redisson,redisson,redisson/redisson,24124,5494,Java,174,20.0,rapid,25400,False,,,,,,,,,,,,,,
electron-react-boilerplate,electron-react-boilerplate,electron-react-boilerplate/electron-react-boilerplate,24115,4028,TypeScript,58,19.0,rapid,16200,False,,,,,,,,,,,,,,
youzan,vant,youzan/vant,24105,9480,TypeScript,281,6.0,rapid,36700,False,,,,,,,,,,,,,,
koreader,koreader,koreader/koreader,24105,1563,Lua,243,8.0,rapid,34600,False,,,,,,,,,,,,,,
icsharpcode,ILSpy,icsharpcode/ILSpy,24024,3560,C#,77,32.0,rapid,15400,False,,,,,,,,,,,,,,
huggingface,smolagents,huggingface/smolagents,23954,2130,Python,32,7.5,rapid,18800,False,,,,,,,,,,,,,,
gitleaks,gitleaks,gitleaks/gitleaks,23930,1829,Go,187,8.0,rapid,22900,False,,,,,,,,,,,,,,
flipped-aurora,gin-vue-admin,flipped-aurora/gin-vue-admin,23922,6920,Go,72,19.0,rapid,23600,False,,,,,,,,,,,,,,
actix,actix-web,actix/actix-web,23898,1811,Rust,466,6.0,rapid,40100,False,,,,,,,,,,,,,,
uber-go,zap,uber-go/zap,23893,1494,Go,39,33.0,rapid,14900,False,,,,,,,,,,,,,,
iview,iview,iview/iview,23889,4097,Vue,85,9.0,rapid,19000,False,,,,,,,,,,,,,,
arendst,Tasmota,arendst/Tasmota,23855,5010,C,114,10.0,rapid,59800,False,,,,,,,,,,,,,,
leiurayer,downkyi,leiurayer/downkyi,23819,2537,Unknown,25,22.5,rapid,800,False,,,,,,,,,,,,,,
zulip,zulip,zulip/zulip,23808,8923,Python,121,21.5,rapid,122500,False,,,,,,,,,,,,,,
simple-icons,simple-icons,simple-icons/simple-icons,23803,2949,JavaScript,283,7.0,rapid,84300,False,,,,,,,,,,,,,,
tokio-rs,axum,tokio-rs/axum,23788,1268,Rust,169,9.5,rapid,40400,False,,,,,,,,,,,,,,
plausible,analytics,plausible/analytics,23723,1311,Elixir,41,21.0,rapid,11100,False,,,,,,,,,,,,,,
urfave,cli,urfave/cli,23703,1759,Go,163,13.0,rapid,32600,False,,,,,,,,,,,,,,
BeyondDimension,SteamTools,BeyondDimension/SteamTools,23671,1531,C#,53,16.0,rapid,2300,False,,,,,,,,,,,,,,
monicahq,monica,monicahq/monica,23625,2391,PHP,95,15.5,rapid,3900,False,,,,,,,,,,,,,,
Wilfred,difftastic,Wilfred/difftastic,23573,411,Rust,48,26.0,rapid,47600,False,,,,,,,,,,,,,,
valkey-io,valkey,valkey-io/valkey,23567,941,C,29,20.0,rapid,94700,False,,,,,,,,,,,,,,
rome,tools,rome/tools,23554,650,Rust,117,8.0,rapid,23900,False,,,,,,,,,,,,,,
reduxjs,react-redux,reduxjs/react-redux,23509,3351,TypeScript,133,14.0,rapid,29500,False,,,,,,,,,,,,,,
pppscn,SmsForwarder,pppscn/SmsForwarder,23409,2997,Kotlin,36,17.5,rapid,2500,False,,,,,,,,,,,,,,
mozilla-ai,llamafile,mozilla-ai/llamafile,23381,1238,C,36,13.0,rapid,6200,False,,,,,,,,,,,,,,
notable,notable,notable/notable,23377,1179,Unknown,20,13.0,rapid,2000,False,,,,,,,,,,,,,,
deepset-ai,haystack,deepset-ai/haystack,23368,2477,MDX,197,7.0,rapid,30800,False,,,,,,,,,,,,,,
XIU2,CloudflareSpeedTest,XIU2/CloudflareSpeedTest,23361,4650,Go,46,14.0,rapid,1100,False,,,,,,,,,,,,,,
dylanaraps,neofetch,dylanaraps/neofetch,23355,1779,Shell,32,25.0,rapid,23500,False,,,,,,,,,,,,,,
livewire,livewire,livewire/livewire,23257,1680,PHP,252,6.0,rapid,55700,False,,,,,,,,,,,,,,
microsoft,playwright-mcp,microsoft/playwright-mcp,23237,1868,TypeScript,39,7.0,rapid,5200,True,2025-11-17T09:49:45.287724,11,0,52,326,0.0,3.3,3037,300,134,3.0,1.0,1.0,OK
dracula,dracula-theme,dracula/dracula-theme,23234,2246,Unknown,24,13.0,rapid,8100,True,2025-11-17T09:49:36.529010,0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,OK
conwnet,github1s,conwnet/github1s,23229,899,TypeScript,56,24.0,rapid,4700,False,,,,,,,,,,,,,,
redis,RedisDesktopManager,redis/RedisDesktopManager,23211,3264,C++,87,22.0,rapid,8200,False,,,,,,,,,,,,,,
processing,p5.js,processing/p5.js,23154,3625,JavaScript,130,20.0,rapid,84100,False,,,,,,,,,,,,,,
actualbudget,actual,actualbudget/actual,23137,1938,TypeScript,48,28.0,rapid,50700,False,,,,,,,,,,,,,,
HKUDS,LightRAG,HKUDS/LightRAG,23113,3439,Python,60,5.0,rapid,21700,False,,,,,,,,,,,,,,
ruby,ruby,ruby/ruby,23079,5508,Ruby,63,24.0,rapid,111200,False,,,,,,,,,,,,,,
valyala,fasthttp,valyala/fasthttp,23076,1816,Go,74,32.0,rapid,23700,False,,,,,,,,,,,,,,
tailwindlabs,heroicons,tailwindlabs/heroicons,23073,1313,JavaScript,37,33.0,rapid,3300,False,,,,,,,,,,,,,,
dotnet,maui,dotnet/maui,23042,1894,C#,124,14.0,rapid,67600,False,,,,,,,,,,,,,,
Loyalsoldier,clash-rules,Loyalsoldier/clash-rules,23022,1943,Unknown,1992,19.0,rapid,200,False,,,,,,,,,,,,,,
mlflow,mlflow,mlflow/mlflow,22953,4997,Python,149,13.0,rapid,91500,False,,,,,,,,,,,,,,
mislav,hub,mislav/hub,22929,2213,Go,60,28.0,rapid,25100,False,,,,,,,,,,,,,,
semantic-release,semantic-release,semantic-release/semantic-release,22910,1775,JavaScript,448,5.0,rapid,25200,False,,,,,,,,,,,,,,
spotDL,spotify-downloader,spotDL/spotify-downloader,22879,1996,Python,95,20.0,rapid,17200,False,,,,,,,,,,,,,,
osquery,osquery,osquery/osquery,22867,2534,C++,137,19.5,rapid,49200,False,,,,,,,,,,,,,,
balderdashy,sails,balderdashy/sails,22857,1931,JavaScript,44,26.0,rapid,28800,False,,,,,,,,,,,,,,
mochajs,mocha,mochajs/mocha,22857,3059,JavaScript,108,20.5,rapid,58100,False,,,,,,,,,,,,,,
kovidgoyal,calibre,kovidgoyal/calibre,22854,2479,Python,332,13.0,rapid,43400,False,,,,,,,,,,,,,,
JunkFood02,Seal,JunkFood02/Seal,22843,949,Kotlin,80,6.0,rapid,3900,False,,,,,,,,,,,,,,
cilium,cilium,cilium/cilium,22835,3436,Go,364,11.0,rapid,123200,False,,,,,,,,,,,,,,
ml-explore,mlx,ml-explore/mlx,22812,1388,C++,64,7.0,rapid,17900,False,,,,,,,,,,,,,,
vuejs,vuepress,vuejs/vuepress,22809,4711,JavaScript,22,27.0,rapid,38100,False,,,,,,,,,,,,,,
ente-io,ente,ente-io/ente,22790,1325,Dart,162,6.0,rapid,26200,False,,,,,,,,,,,,,,
lukasmasuch,best-of-ml-python,lukasmasuch/best-of-ml-python,22788,3037,Unknown,208,7.0,rapid,5500,False,,,,,,,,,,,,,,
simdjson,simdjson,simdjson/simdjson,22735,1176,C++,97,13.5,rapid,16300,False,,,,,,,,,,,,,,
tree-sitter,tree-sitter,tree-sitter/tree-sitter,22713,2206,Rust,90,16.0,rapid,33400,False,,,,,,,,,,,,,,
vernesong,OpenClash,vernesong/OpenClash,22677,3635,HTML,184,8.0,rapid,7900,False,,,,,,,,,,,,,,
MustangYM,WeChatExtension-ForMac,MustangYM/WeChatExtension-ForMac,22674,3601,Objective-C,49,13.0,rapid,2100,False,,,,,,,,,,,,,,
Schniz,fnm,Schniz/fnm,22662,590,Rust,69,18.0,rapid,10500,False,,,,,,,,,,,,,,
react-bootstrap,react-bootstrap,react-bootstrap/react-bootstrap,22628,3613,TypeScript,74,21.0,rapid,53600,False,,,,,,,,,,,,,,
phoenixframework,phoenix,phoenixframework/phoenix,22611,3019,Elixir,20,14.0,rapid,144200,False,,,,,,,,,,,,,,
micro,go-micro,micro/go-micro,22601,2398,Go,334,14.0,rapid,20500,False,,,,,,,,,,,,,,
emberjs,ember.js,emberjs/ember.js,22592,4197,JavaScript,562,7.0,rapid,113900,False,,,,,,,,,,,,,,
grpc,grpc-go,grpc/grpc-go,22527,4611,Go,180,19.0,rapid,51600,False,,,,,,,,,,,,,,
android,compose-samples,android/compose-samples,22521,5285,Kotlin,58,19.0,rapid,13600,False,,,,,,,,,,,,,,
postcss,autoprefixer,postcss/autoprefixer,22516,1272,JavaScript,201,12.0,rapid,20100,False,,,,,,,,,,,,,,
websockets,ws,websockets/ws,22515,2511,JavaScript,115,23.0,rapid,20700,False,,,,,,,,,,,,,,
wezterm,wezterm,wezterm/wezterm,22511,1045,Rust,64,24.5,rapid,40800,False,,,,,,,,,,,,,,
redux-saga,redux-saga,redux-saga/redux-saga,22508,1955,JavaScript,92,20.0,rapid,36200,False,,,,,,,,,,,,,,
terrastruct,d2,terrastruct/d2,22505,595,Go,34,10.5,rapid,6600,False,,,,,,,,,,,,,,
facebook,lexical,facebook/lexical,22490,2050,TypeScript,82,13.0,rapid,51300,False,,,,,,,,,,,,,,
HeroTransitions,Hero,HeroTransitions/Hero,22429,1746,Swift,40,9.0,rapid,8400,False,,,,,,,,,,,,,,
FelisCatus,SwitchyOmega,FelisCatus/SwitchyOmega,22425,3530,CoffeeScript,51,7.5,rapid,9700,False,,,,,,,,,,,,,,
CodeEditApp,CodeEdit,CodeEditApp/CodeEdit,22379,1130,Swift,38,12.0,rapid,14600,True,2025-11-17T11:53:57.021015,0,0,0,0,0.0,0.0,11,2,1,1.0,1.0,1.0,OK
typicode,lowdb,typicode/lowdb,22363,955,JavaScript,32,25.5,rapid,4300,True,2025-11-17T11:53:36.860057,0,0,18,68,0.0,0.0,530,90,21,1.0,1.0,1.0,OK
